VOLCANX020,NUMBER,NAME,LOCATION,STATUS,ELEV,TYPE,TIMEFRAME,LAT,LON
1453,477,Villarrica,Chile,no data,2847,Stratovolcano,no data,-39.42,-71.93
1455,478,Vilyuchik,Russia,no data,2173,Stratovolcano,no data,52.70,158.28
1457,479,Visoke,Congo, Rwanda,,3711,Stratovolcano,-1.47,29.49
1459,480,Visoke,Congo, Rwanda,,3711,Stratovolcano,-1.47,29.49
1461,481,Vsevidof and Recheschnoi Volcanoes,United States,no data,2149,Stratovolcano,no data,53.13,-168.69
1463,482,Vulcano,Italy,no data,500,no data,no data,38.40,14.96
1465,483,Washington,United States,no data,2376,Shield,no data,44.30,-121.80
1469,485,Westdahl,United States,no data,1654,Stratovolcano,no data,54.52,-164.65
1471,486,White Island,New Zealand,no data,321,Stratovolcano,no data,-37.52,177.18
1473,487,Wrangell,United States,no data,4317,Shield,no data,62.00,-144.02
1475,488,Wudalianchi,China,no data,597,Volcanic field,no data,48.72,126.12
1477,489,Yake-dake,Japan,no data,2455,Stratovolcano,no data,36.22,137.59
1479,490,Yali,Greece,no data,180,Lava dome,no data,36.67,27.14
1483,492,Yasur,Vanuatu,no data,361,Stratovolcano,no data,-19.53,169.44
1485,493,Yellowstone,United States,no data,2805,Caldera,no data,44.43,-110.67
1487,494,Zavaritzki Caldera,Russia,no data,624,Caldera,no data,46.93,151.95
1489,495,Zheltovsky,Russia,no data,1953,no data,no data,51.57,157.32
1491,496,Zhupanovsky,Russia,no data,2958,no data,no data,53.59,159.15
1493,497,Zimina,Russia,no data,3081,Stratovolcano,no data,55.86,160.60
